Number,mean-1,mean-2,mean-3,mean-4,mean-5,mean-average,mean-max,mean-min,mean-diff,skewness-1,skewness-2,skewness-3,skewness-4,skewness-5,skewness-average,skewness-max,skewness-min,skewness-diff,kurt-1,kurt-2,kurt-3,kurt-4,kurt-5,kurt-average,kurt-max,kurt-min,kurt-diff,homogeneity-1,homogeneity-2,homogeneity-3,homogeneity-4,homogeneity-5,homogeneity-average,homogeneity-max,homogeneity-min,homogeneity-diff,energy-1,energy-2,energy-3,energy-4,energy-5,energy-average,energy-max,energy-min,energy-diff,asm-1,asm-2,asm-3,asm-4,asm-5,asm-average,asm-max,asm-min,asm-diff,CO2_0.15,N2_0.85,CO2_0.015*100,N2_0.085*100,Working_Capacity,Selectivity
18191,35.92990047,35.48122822,22.41129173,24.88182544,25.17564124,29.67606147,35.92990047,22.41129173,13.51860874,1.681301187,1.686927269,2.474423946,2.278924123,2.283115958,2.080938497,2.474423946,1.681301187,0.793122759,1.964582127,1.987312948,5.533714668,4.571932982,4.567842831,3.725077111,5.533714668,1.964582127,3.569132541,0.448213265,0.462562065,0.675943769,0.58753518,0.57807007,0.55046487,0.675943769,0.448213265,0.227730504,0.340965782,0.363042207,0.585232911,0.474611205,0.455900173,0.443950456,0.585232911,0.340965782,0.244267129,0.116257665,0.131799644,0.34249756,0.225255796,0.207844967,0.204731126,0.34249756,0.116257665,0.226239895,0.233836527,0.219444445,0.7110442,1.1682582,0.226726085,6.03831031
18192,15.74481185,16.193139,13.54881427,14.44455038,13.93149038,14.98282888,16.193139,13.54881427,2.64432473,3.001035984,2.966575299,3.381900612,3.040693282,3.187970102,3.115635056,3.381900612,2.966575299,0.415325313,9.080222416,8.703024404,11.89207663,9.279750774,10.5559344,9.902201725,11.89207663,8.703024404,3.189052226,0.704171907,0.708122081,0.765263219,0.766124741,0.754589313,0.739654252,0.766124741,0.704171907,0.061952834,0.607909226,0.611060118,0.668635089,0.678141293,0.647735729,0.642696291,0.678141293,0.607909226,0.070232067,0.369553627,0.373394468,0.447072882,0.459875613,0.419561575,0.413891633,0.459875613,0.369553627,0.090321986,0.197641438,0.28602671,0.7275145,1.870383,0.190366293,3.915606866
18193,21.60942925,12.80067857,12.1793956,10.14718574,21.39621528,14.18417229,21.60942925,10.14718574,11.46224351,2.489961606,3.460665869,3.66125118,4.150013493,2.392748723,3.230928174,4.150013493,2.392748723,1.75726477,5.740830443,12.20242708,13.8476823,17.95477595,5.226886292,10.99452041,17.95477595,5.226886292,12.72788966,0.613825385,0.766300188,0.767498464,0.815964295,0.638732566,0.72046418,0.815964295,0.613825385,0.20213891,0.495893837,0.681101809,0.666527209,0.762593108,0.537370315,0.628697256,0.762593108,0.495893837,0.266699271,0.245910698,0.463899674,0.44425852,0.581548249,0.288766855,0.404876799,0.581548249,0.245910698,0.335637551,0.141947767,0.293918936,0.6587316,1.9672931,0.13536045,2.736709269
18194,22.63380493,32.30583543,31.21223689,22.87900695,23.02306177,27.25772105,32.30583543,22.63380493,9.6720305,2.224152252,1.618663769,1.686151412,2.241937082,2.26397438,2.006975779,2.26397438,1.618663769,0.645310611,4.094072928,1.57365336,1.798387748,4.223335074,4.347415553,3.207372933,4.347415553,1.57365336,2.773762193,0.645116191,0.522732438,0.531453647,0.635485034,0.657136579,0.598384778,0.657136579,0.522732438,0.134404141,0.530398706,0.398064778,0.398740211,0.508581717,0.547987525,0.476754587,0.547987525,0.398064778,0.149922747,0.281322787,0.158455567,0.158993756,0.258655363,0.300290328,0.23154356,0.300290328,0.158455567,0.141834761,0.934059483,0.193855754,1.7503352,0.9557538,0.916556131,27.30382579
18195,31.85671486,31.38280366,26.47169124,33.44432,32.24168956,30.78888244,33.44432,26.47169124,6.97262876,1.66818708,1.718243217,2.1061613,1.644729607,1.699888553,1.767441951,2.1061613,1.644729607,0.461431693,2.222915117,2.435904098,4.12320918,2.05934333,2.268907617,2.622055868,4.12320918,2.05934333,2.06386585,0.42104606,0.41931612,0.447596968,0.414313893,0.43508242,0.427471092,0.447596968,0.414313893,0.033283075,0.26997843,0.278931676,0.310750397,0.288311592,0.310362254,0.29166687,0.310750397,0.26997843,0.040771967,0.072888352,0.07780288,0.096565809,0.083123574,0.096324729,0.085341069,0.096565809,0.072888352,0.023677457,0.272894684,0.234693219,0.7954562,1.4704629,0.264940121,6.589040857
18196,32.12618028,31.14420319,31.61439732,54.60004185,31.55515515,37.37120566,54.60004185,31.14420319,23.45583866,1.659773835,1.733879232,1.692407928,0.889410526,1.676651328,1.53042457,1.733879232,0.889410526,0.844468706,1.694096879,1.997298812,1.83780368,-0.357395105,1.787872836,1.39193542,1.997298812,-0.357395105,2.354693917,0.51631637,0.519362478,0.491814279,0.317737274,0.507747875,0.470595655,0.519362478,0.317737274,0.201625204,0.396275984,0.391900296,0.361593032,0.192068985,0.39026397,0.346420453,0.396275984,0.192068985,0.204206999,0.157034655,0.153585842,0.130749521,0.036890495,0.152305966,0.126113296,0.157034655,0.036890495,0.12014416,0.72410456,0.201053973,1.4475952,1.0326041,0.709628607,20.40874456
18197,22.53345818,32.79595527,34.28497024,23.62404663,23.98671612,28.30960758,34.28497024,22.53345818,11.75151206,2.344545592,1.674094561,1.58447199,2.213884194,2.220996735,2.007598614,2.344545592,1.58447199,0.760073602,4.750308847,1.803797776,1.495926386,4.093546482,4.160238329,3.260763564,4.750308847,1.495926386,3.254382461,0.669101026,0.511247821,0.503208511,0.630444028,0.619491169,0.586698511,0.669101026,0.503208511,0.165892515,0.571148543,0.389266563,0.392947254,0.517276663,0.490414589,0.472210722,0.571148543,0.389266563,0.18188198,0.326210659,0.151528457,0.154407544,0.267575146,0.240506469,0.228045655,0.326210659,0.151528457,0.174682202,0.731077071,0.20299961,1.7219698,1.0491011,0.713857373,20.40777353
18198,23.6119764,21.68496347,17.82044178,22.16151245,24.09242832,21.31972353,23.6119764,17.82044178,5.79153462,2.243620255,2.423026654,2.892610133,2.367835616,2.23695487,2.432809506,2.892610133,2.23695487,0.655655263,4.444561567,5.353814344,8.06730593,4.961967592,4.316949515,5.42891979,8.06730593,4.316949515,3.750356415,0.635292202,0.659528158,0.761387926,0.664830187,0.646340005,0.673475696,0.761387926,0.635292202,0.126095724,0.531168327,0.540558493,0.69987099,0.556851535,0.552922555,0.57627438,0.69987099,0.531168327,0.168702663,0.282139791,0.292203484,0.489819403,0.310083632,0.305723352,0.335993932,0.489819403,0.282139791,0.207679612,0.128825823,0.159311023,0.4285576,0.8787539,0.124540247,4.582313166
18199,19.58917601,15.15015371,18.38568376,19.36690326,19.05685764,18.12297919,19.58917601,15.15015371,4.4390223,2.575069281,3.138911408,2.648966116,2.602447962,2.666139551,2.726306864,3.138911408,2.575069281,0.563842127,6.155840662,9.844126219,6.74116179,6.287458907,6.786915972,7.16310071,9.844126219,6.155840662,3.688285557,0.669520263,0.732827814,0.659678052,0.662796927,0.649073949,0.674779401,0.732827814,0.649073949,0.083753865,0.577858586,0.627815744,0.560364253,0.574420825,0.548620126,0.577815907,0.627815744,0.548620126,0.079195618,0.333920546,0.394152608,0.314008096,0.329959285,0.300984042,0.334604915,0.394152608,0.300984042,0.093168566,0.276637119,0.344909741,0.8795642,2.4081616,0.267841477,4.544987146
18200,23.53654212,29.17770853,24.92608173,23.50977062,24.80568039,25.28752575,29.17770853,23.50977062,5.66793791,2.221364407,1.859521172,2.121827302,2.131036955,2.152946781,2.097339323,2.221364407,1.859521172,0.361843235,4.228285486,2.550021748,3.642254472,3.728191084,3.812941667,3.592338891,4.228285486,2.550021748,1.678263738,0.680711408,0.608200427,0.642209343,0.68896482,0.651630107,0.654343221,0.68896482,0.608200427,0.080764393,0.578404593,0.505243195,0.543842135,0.598502094,0.551286336,0.555455671,0.598502094,0.505243195,0.093258899,0.334551873,0.255270686,0.295764268,0.358204757,0.303916624,0.309541642,0.358204757,0.255270686,0.102934071,0.958809822,0.211054111,2.2978589,1.2294015,0.935831233,25.7434249
18201,22.15855088,22.17743493,20.48027025,15.47652883,16.19867709,20.07319622,22.17743493,15.47652883,6.7009061,2.312864521,2.339005328,2.516109541,3.000187202,2.930660427,2.619765404,3.000187202,2.312864521,0.687322681,4.675474058,4.822760589,5.739587521,8.787933939,8.300774402,6.465306102,8.787933939,4.675474058,4.112459881,0.627494625,0.618446347,0.660698227,0.698869448,0.693383045,0.659778338,0.698869448,0.618446347,0.080423101,0.539263175,0.52111893,0.567025602,0.596283372,0.599233357,0.564584887,0.599233357,0.52111893,0.078114427,0.290804772,0.271564939,0.321518033,0.35555386,0.359080616,0.319704444,0.359080616,0.271564939,0.087515677,0.508368282,0.215128257,0.9848571,1.2260148,0.498519712,13.3908657
18202,16.91103208,17.39431818,18.43791667,12.01520439,17.05747601,16.18961783,18.43791667,12.01520439,6.42271228,2.924214136,2.844535883,2.735587902,3.810023361,2.924005616,3.04767338,3.810023361,2.735587902,1.074435459,8.222533148,7.967914766,7.097066668,14.80471182,8.379476332,9.294340547,14.80471182,7.097066668,7.707645152,0.701664512,0.669323117,0.670446353,0.829550317,0.69606565,0.71340999,0.829550317,0.669323117,0.1602272,0.591991835,0.573417526,0.582077981,0.771658131,0.571294986,0.618088092,0.771658131,0.571294986,0.200363145,0.350454332,0.328807659,0.338814776,0.59545627,0.326377961,0.3879822,0.59545627,0.326377961,0.269078309,0.244310763,0.292237337,0.777227,1.8914944,0.236538493,4.737340094
18203,14.05720398,11.63312693,11.79770342,9.990759569,13.38740706,11.86969847,14.05720398,9.990759569,4.066444411,3.177974159,3.671276566,3.584852979,4.119694537,3.323559,3.575471448,4.119694537,3.177974159,0.941720378,10.26575304,14.11183715,13.28078615,17.9808555,11.41793063,13.41143249,17.9808555,10.26575304,7.71510246,0.743754168,0.760544341,0.7631911,0.779370665,0.745350836,0.758442222,0.779370665,0.743754168,0.035616497,0.689692523,0.675645287,0.688629019,0.707292321,0.684154521,0.689082734,0.707292321,0.675645287,0.031647034,0.475675776,0.456496554,0.474209926,0.500262427,0.468067409,0.474942418,0.500262427,0.456496554,0.043765873,0.220683704,0.308767547,0.7487454,1.9437953,0.213196251,4.050105011
18205,37.16047383,23.65716206,36.20146299,26.18305445,25.81982652,30.80053833,37.16047383,23.65716206,13.50331177,1.635142258,2.388318409,1.691734845,2.247219627,2.240221742,2.040527376,2.388318409,1.635142258,0.753176151,1.733157975,5.025430388,1.966810016,4.384361466,4.314589603,3.48486989,5.025430388,1.733157975,3.292272413,0.480777403,0.659447205,0.463761969,0.572650268,0.59482145,0.554291659,0.659447205,0.463761969,0.195685236,0.396637625,0.57232929,0.369116629,0.45832106,0.495135122,0.458307945,0.57232929,0.369116629,0.203212661,0.157321406,0.327560817,0.136247086,0.210058194,0.245158789,0.215269258,0.327560817,0.136247086,0.191313731,0.42395935,0.240872991,1.1940918,1.3041197,0.412018432,9.973871734
18206,14.21510417,15.71792002,15.17811129,13.1379795,13.67483974,14.56227875,15.71792002,13.1379795,2.57994052,3.317320047,3.067558527,3.186952396,3.588450463,3.41342947,3.314742181,3.588450463,3.067558527,0.520891936,11.04739434,9.411192161,10.28660808,13.25762499,11.96366208,11.19329633,13.25762499,9.411192161,3.846432829,0.743356784,0.744555861,0.744713241,0.735651159,0.739428193,0.741541048,0.744713241,0.735651159,0.009062082,0.674646298,0.691247366,0.685719979,0.656208423,0.656344152,0.672833244,0.691247366,0.656208423,0.035038943,0.455147627,0.477822921,0.47021189,0.430609495,0.430787645,0.452915916,0.477822921,0.430609495,0.047213426,0.28421356,0.244487771,0.8083241,1.4162483,0.276130319,6.58741947
18207,18.2961147,25.7483428,26.3249313,24.07914893,18.53971618,23.61213443,26.3249313,18.2961147,8.0288166,2.697967835,2.112163311,2.020996402,2.251448655,2.681699712,2.352855183,2.697967835,2.020996402,0.676971433,7.245579696,4.103848642,3.691291594,4.76137294,7.20717466,5.401853506,7.245579696,3.691291594,3.554288102,0.620140296,0.527183253,0.51618064,0.560303024,0.606062345,0.565973912,0.620140296,0.51618064,0.103959656,0.508210929,0.402026623,0.39965918,0.428719751,0.485063411,0.444735979,0.508210929,0.39965918,0.108551749,0.258278349,0.161625405,0.15972746,0.183800625,0.235286513,0.19974367,0.258278349,0.15972746,0.098550889,0.24197522,0.20950479,0.7108766,1.1551745,0.234866454,6.544923928
18208,30.07550676,31.73754951,15.25718897,17.16780015,17.03843897,23.55951135,31.73754951,15.25718897,16.48036054,1.977571269,1.858268381,3.271337449,2.964356189,2.98521173,2.611349004,3.271337449,1.858268381,1.413069068,3.108198849,2.578971565,10.46866787,8.444109,8.726128647,6.665215186,10.46866787,2.578971565,7.889696305,0.54331524,0.535031531,0.763386455,0.734261006,0.723208368,0.65984052,0.763386455,0.535031531,0.228354924,0.43942223,0.434398898,0.709025947,0.661663976,0.630809502,0.575064111,0.709025947,0.434398898,0.274627049,0.193091896,0.188702403,0.502717794,0.437799217,0.397920628,0.344046388,0.502717794,0.188702403,0.314015391,0.211294395,0.279042349,0.733696,1.6412103,0.203957434,4.290871636
18209,14.41355812,18.88245651,19.49310897,19.3685639,20.2663466,18.03942188,19.49310897,14.41355812,5.07955085,3.254693607,2.669046162,2.636787484,2.652186409,2.56455657,2.755454046,3.254693607,2.56455657,0.690137037,10.67527623,6.882658903,6.517984784,6.502393039,6.035049229,7.322672437,10.67527623,6.035049229,4.640227001,0.744272381,0.643603757,0.678252458,0.689719378,0.648303873,0.680830369,0.744272381,0.643603757,0.100668624,0.671310589,0.548970395,0.581287043,0.605834042,0.556194582,0.59271933,0.671310589,0.548970395,0.122340194,0.450657906,0.301368495,0.337894627,0.367034886,0.309352413,0.353261665,0.450657906,0.301368495,0.149289411,0.294304559,0.359457391,0.9962207,2.4276325,0.284342352,4.639564735
18210,23.56539247,14.3234375,23.71253818,11.71989386,13.73879831,18.3303155,23.71253818,11.71989386,11.99264432,2.269873384,3.248580641,2.293298027,3.773957575,3.340731922,2.98528831,3.773957575,2.269873384,1.504084191,4.593853314,10.45486888,4.713783077,14.55377425,11.29376184,9.122008272,14.55377425,4.593853314,9.959920936,0.614049603,0.77127516,0.597498773,0.817864708,0.768687075,0.713875064,0.817864708,0.597498773,0.220365935,0.524790361,0.695818782,0.492714035,0.750441319,0.687213505,0.6301956,0.750441319,0.492714035,0.257727284,0.275404923,0.484163778,0.24276712,0.563162173,0.472262401,0.407552079,0.563162173,0.24276712,0.320395053,0.19150782,0.301095562,0.692393,1.7657704,0.18458389,3.604207818
18211,19.29749677,19.68886628,19.95828346,21.65076949,21.27949937,20.148854,21.65076949,19.29749677,2.35327272,2.695118077,2.623250628,2.534310985,2.463176371,2.509502204,2.565071653,2.695118077,2.463176371,0.231941706,6.842065942,6.541729259,5.967168944,5.47365617,5.760793646,6.117082792,6.842065942,5.47365617,1.368409772,0.730142658,0.732536821,0.740898009,0.662321505,0.669908381,0.707161475,0.740898009,0.662321505,0.078576504,0.64654151,0.622266441,0.655195327,0.574509013,0.575118338,0.614726126,0.655195327,0.574509013,0.080686314,0.418015924,0.387215523,0.429280916,0.330060607,0.330761103,0.379066815,0.429280916,0.330060607,0.099220309,0.357746472,0.262957493,0.9094564,1.4742255,0.348651909,7.709344901
18212,23.23673931,15.54833333,16.21751409,17.10514378,17.3746883,18.02693263,23.23673931,15.54833333,7.68840598,2.365897216,2.963197714,2.849087667,2.794428697,2.810560804,2.75663442,2.963197714,2.365897216,0.597300498,5.136491365,8.825244258,7.901440923,7.544712709,7.520728793,7.38572361,8.825244258,5.136491365,3.688752893,0.660084224,0.747183596,0.757668263,0.70034575,0.709926213,0.715041609,0.757668263,0.660084224,0.097584039,0.568655144,0.650119601,0.673924792,0.600167945,0.627323131,0.624038123,0.673924792,0.568655144,0.105269648,0.323368673,0.422655496,0.454174625,0.360201562,0.393534311,0.390786933,0.454174625,0.323368673,0.130805952,0.162072732,0.18870144,0.5525908,1.1772792,0.156546824,4.867011872
18213,15.24407169,26.4058908,15.85775888,26.54859561,13.40053105,21.01407925,26.54859561,15.24407169,11.30452392,3.145877554,2.074895134,3.086361239,2.116352872,3.522840993,2.789265558,3.522840993,2.074895134,1.447945859,9.911917394,3.557644524,9.359381025,3.776808828,12.45597357,7.812345068,12.45597357,3.557644524,8.898329046,0.739644082,0.586192059,0.739435984,0.569319339,0.782537985,0.68342589,0.782537985,0.569319339,0.213218646,0.63797923,0.474211567,0.651175955,0.441176714,0.725299589,0.585968611,0.725299589,0.441176714,0.284122875,0.407017498,0.22487661,0.424030124,0.194636893,0.526059494,0.355324124,0.526059494,0.194636893,0.331422601,0.20442023,0.250912153,0.664927,1.432934,0.19777096,4.61668074
18215,26.52693966,18.81070429,14.56509639,27.13042467,18.72764203,21.75829125,27.13042467,14.56509639,12.56532828,2.103952572,2.744515854,3.239208735,2.024308279,2.70757757,2.563912602,3.239208735,2.024308279,1.214900456,3.792326783,7.315491908,10.51831586,3.422877737,7.005740436,6.410950545,10.51831586,3.422877737,7.095438123,0.517341036,0.654886671,0.738291577,0.518571283,0.668848394,0.619587792,0.738291577,0.517341036,0.220950541,0.405030642,0.550358313,0.645796113,0.418538863,0.578102408,0.519565268,0.645796113,0.405030642,0.240765471,0.164049821,0.302894272,0.41705262,0.17517478,0.334202394,0.278674777,0.41705262,0.164049821,0.253002799,0.622923587,0.296259145,1.5142762,1.8291087,0.607780825,11.91490754
18216,23.96107143,23.84863946,24.39557873,23.34825777,23.16194631,23.88838685,24.39557873,23.34825777,1.04732096,2.315929791,2.248876193,2.225551894,2.274982101,2.314909132,2.276049822,2.315929791,2.225551894,0.090377897,4.798744538,4.490548605,4.25763192,4.524760597,4.797129166,4.573762965,4.798744538,4.25763192,0.541112618,0.608270765,0.599156579,0.612921563,0.631514567,0.627825937,0.615937882,0.631514567,0.599156579,0.032357988,0.487807165,0.510921632,0.537019965,0.542185722,0.530686526,0.521724202,0.542185722,0.487807165,0.054378557,0.23795583,0.261040914,0.288390442,0.293965357,0.281628189,0.272596146,0.293965357,0.23795583,0.056009527,0.66089453,0.303208901,1.432752,1.6598221,0.64656701,12.35144808
18217,16.10701969,16.76054968,23.80118273,16.65260598,25.35767857,18.33033952,23.80118273,16.10701969,7.69416304,2.963542415,2.960939191,2.262441005,2.921406808,2.143248079,2.6503155,2.963542415,2.143248079,0.820294336,8.77638089,8.930957948,4.829680797,8.604457708,4.189709711,7.066237411,8.930957948,4.189709711,4.741248237,0.711212809,0.672730507,0.554087107,0.684610618,0.535198863,0.631567981,0.711212809,0.535198863,0.176013946,0.606532127,0.524331094,0.414586429,0.546123741,0.400238266,0.498362331,0.606532127,0.400238266,0.206293861,0.367881222,0.274923096,0.171881907,0.298251141,0.16019067,0.254625607,0.367881222,0.16019067,0.207690552,0.342940255,0.197225723,0.8131839,1.1351776,0.334808417,9.853319782
18218,16.42267382,25.65737601,16.46394231,25.86326198,25.09946803,21.10181353,25.86326198,16.42267382,9.44058816,2.80760383,2.126020095,2.821089047,2.042433591,2.118566039,2.38314252,2.821089047,2.042433591,0.778655456,7.922642604,4.034712322,8.04130482,3.677099576,4.095203934,5.554192651,8.04130482,3.677099576,4.364205244,0.695888394,0.621140847,0.692807028,0.559530605,0.556947488,0.625262872,0.695888394,0.556947488,0.138940906,0.604284652,0.517577005,0.587932811,0.437930919,0.428029381,0.515150954,0.604284652,0.428029381,0.176255271,0.36515994,0.267885956,0.34566499,0.19178349,0.183209151,0.270740705,0.36515994,0.183209151,0.181950789,0.235317546,0.214991258,0.6837024,1.3837093,0.228480522,6.202420076
18219,18.70429339,14.74192648,17.6336234,11.29395805,14.84562174,15.59345033,18.70429339,11.29395805,7.41033534,2.639637363,3.122710993,2.763694084,3.75630925,3.143067716,3.085083881,3.75630925,2.639637363,1.116671887,6.583543585,9.730544069,7.411754482,14.63335395,9.983458101,9.668530837,14.63335395,6.583543585,8.049810365,0.691364573,0.738022497,0.689823234,0.766019129,0.725445385,0.722134964,0.766019129,0.689823234,0.076195895,0.625501391,0.658417476,0.614690182,0.68175731,0.624173639,0.640908,0.68175731,0.614690182,0.067067128,0.391251991,0.433513573,0.377844019,0.464793029,0.389592732,0.411399069,0.464793029,0.377844019,0.08694901,0.427118223,0.271644562,1.0666287,1.5610465,0.416451936,8.909939437
18220,23.98451501,22.53561467,22.15807884,22.00546152,16.96931818,22.67091751,23.98451501,22.00546152,1.97905349,2.141681728,2.275326166,2.265073778,2.240175189,2.843731185,2.353197609,2.843731185,2.141681728,0.702049457,3.797885429,4.439717237,4.506394768,4.394799586,7.762493478,4.9802581,7.762493478,3.797885429,3.964608049,0.613949076,0.639960046,0.634661932,0.622405152,0.708430079,0.643881257,0.708430079,0.613949076,0.094481003,0.493108578,0.534864336,0.513641331,0.497046534,0.620640004,0.531860157,0.620640004,0.493108578,0.127531426,0.24315607,0.286079858,0.263827416,0.247055257,0.385194015,0.285062523,0.385194015,0.24315607,0.142037945,0.523003259,0.270291638,1.1866287,1.6156062,0.511136971,10.96476812
18221,18.27656102,17.94768823,15.34555246,14.55465503,16.1121317,16.53111419,18.27656102,14.55465503,3.72190599,2.760495115,2.795695643,3.12516447,3.313230525,3.043420112,3.007601173,3.313230525,2.760495115,0.55273541,7.396138383,7.682353446,9.931962832,11.18658822,9.182485639,9.075905704,11.18658822,7.396138383,3.790449837,0.72506084,0.716463692,0.72995915,0.730537264,0.727782153,0.72596062,0.730537264,0.716463692,0.014073572,0.665201906,0.648489184,0.651673377,0.644964266,0.652814141,0.652628575,0.665201906,0.644964266,0.02023764,0.442493576,0.420538221,0.42467819,0.415978904,0.426166303,0.425971039,0.442493576,0.415978904,0.026514672,0.485685567,0.216701899,1.0933103,1.095802,0.474752465,12.70048037
18222,16.44449013,23.7317617,24.20687272,23.34046676,24.03974791,21.93089783,24.20687272,16.44449013,7.76238259,2.719965786,1.942986,1.891566322,1.898567155,1.936474668,2.077911986,2.719965786,1.891566322,0.828399464,7.438661267,3.085644273,2.903532796,2.871030204,3.055355202,3.870844748,7.438661267,2.871030204,4.567631063,0.703611834,0.5836899,0.555818104,0.569853426,0.572402103,0.597075073,0.703611834,0.555818104,0.14779373,0.573146147,0.424244567,0.358561667,0.392082225,0.396392985,0.428885518,0.573146147,0.358561667,0.21458448,0.328496505,0.179983453,0.128566469,0.153728471,0.157127399,0.189580459,0.328496505,0.128566469,0.199930036,0.073347612,0.147425685,0.3489983,0.8637997,0.069857629,2.819294798
18223,19.43700703,17.53006159,11.75215297,18.05134656,18.72082941,16.69264204,19.43700703,11.75215297,7.68485406,2.496678559,2.627814012,3.605151612,2.669424612,2.552769892,2.790367737,3.605151612,2.496678559,1.108473053,5.612477538,6.520757146,13.55549479,7.037337049,6.003813362,7.745975977,13.55549479,5.612477538,7.943017252,0.680778706,0.6920973,0.770748034,0.630559595,0.655540219,0.685944771,0.770748034,0.630559595,0.140188439,0.569333773,0.568594819,0.678081501,0.511608361,0.538858379,0.573295367,0.678081501,0.511608361,0.16647314,0.324140945,0.323300068,0.459794523,0.261743115,0.290368352,0.331869401,0.459794523,0.261743115,0.198051408,0.677612873,0.318243129,1.2739974,2.1504228,0.664872899,12.06563764
18224,16.93359953,23.46307843,22.50963477,23.64931956,23.23391062,21.63890807,23.64931956,16.93359953,6.71572003,2.900911782,2.286700662,2.288974326,2.218455692,2.276968738,2.39440224,2.900911782,2.218455692,0.68245609,8.141740073,4.58219986,4.596018239,4.185607299,4.424947713,5.186102637,8.141740073,4.185607299,3.956132774,0.706324079,0.599116345,0.620222818,0.623667005,0.607408854,0.63134782,0.706324079,0.599116345,0.107207734,0.619959932,0.483656409,0.511012029,0.520718018,0.494320809,0.525933439,0.619959932,0.483656409,0.136303523,0.384350318,0.233923522,0.261133294,0.271147254,0.244353062,0.27898149,0.384350318,0.233923522,0.150426796,0.53193743,0.287736374,1.611265,1.7047514,0.515824779,10.47595082
18225,45.77508458,27.48893624,47.06901136,45.2167031,44.02950175,41.38743382,47.06901136,27.48893624,19.58007512,1.010988244,1.875154761,0.986965062,1.051720547,1.031109917,1.191187706,1.875154761,0.986965062,0.888189699,0.190351713,2.979049806,0.123013976,0.241738974,0.216623316,0.750155557,2.979049806,0.123013976,2.85603583,0.286514337,0.476280824,0.270989864,0.319484769,0.287315544,0.328117068,0.476280824,0.270989864,0.20529096,0.130952161,0.322312493,0.144935564,0.180427817,0.152052171,0.186136041,0.322312493,0.130952161,0.191360332,0.017148468,0.103885343,0.021006318,0.032554197,0.023119863,0.039542838,0.103885343,0.017148468,0.086736875,0.841099434,0.171634352,1.615493,0.9173939,0.824944504,27.76967478
18226,35.47036071,37.16570119,34.96757035,50.66885965,48.40404212,39.56812298,50.66885965,34.96757035,15.7012893,1.737589005,1.649044492,1.745244678,1.195309858,1.274692787,1.520376164,1.745244678,1.195309858,0.54993482,2.215084776,1.824923992,2.235193858,0.497751342,0.733145007,1.501219795,2.235193858,0.497751342,1.737442516,0.466178755,0.517072103,0.478304377,0.328601782,0.34246171,0.426523745,0.517072103,0.328601782,0.188470321,0.335893501,0.440587144,0.357246583,0.221235129,0.228956325,0.316783736,0.440587144,0.221235129,0.219352015,0.112824444,0.194117032,0.127625121,0.048944982,0.052420999,0.107186516,0.194117032,0.048944982,0.14517205,0.693521134,0.256440166,1.3812968,1.092,0.679708166,15.32502944
18227,15.02119862,20.55522876,20.96929356,20.2166679,19.64675155,19.19059721,20.96929356,15.02119862,5.94809494,3.14681152,2.428204867,2.408707948,2.488747277,2.558878699,2.606270062,3.14681152,2.408707948,0.738103572,9.902646076,5.443428181,5.25164927,5.568340533,6.144355194,6.462083851,9.902646076,5.25164927,4.650996806,0.728299608,0.633984442,0.64114044,0.633124337,0.628881783,0.653086122,0.728299608,0.628881783,0.099417825,0.61635396,0.513494931,0.528676855,0.522542562,0.506746178,0.537562897,0.61635396,0.506746178,0.109607782,0.379892204,0.263677044,0.279499217,0.273050729,0.256791689,0.290582177,0.379892204,0.256791689,0.123100515,0.424005402,0.221600795,1.4157646,1.4669544,0.409847757,10.84245784
18228,15.05015042,15.84834736,15.88248808,15.71967942,14.46715446,15.62516632,15.88248808,15.05015042,0.83233766,3.024573171,3.059969115,2.968584265,3.009015873,3.136004354,3.039629356,3.136004354,2.968584265,0.167420089,9.057980044,9.325309706,8.588058603,8.913449494,9.969443202,9.17084821,9.969443202,8.588058603,1.381384599,0.768200897,0.752320762,0.72213309,0.720862226,0.766193838,0.745942163,0.768200897,0.720862226,0.047338671,0.687655595,0.664505138,0.651395672,0.641400166,0.658474429,0.6606862,0.687655595,0.641400166,0.046255429,0.472870218,0.441567078,0.424316321,0.411394173,0.433588573,0.436747273,0.472870218,0.411394173,0.061476045,0.26039931,0.306998446,0.8755338,2.0059517,0.251643972,4.806526261
18229,39.45501302,46.79425951,38.60530711,28.91370018,47.89099864,38.44206996,46.79425951,28.91370018,17.88055933,1.275276906,0.987820165,1.277166929,1.799720349,0.965499093,1.261096688,1.799720349,0.965499093,0.834221256,0.434919278,-0.26441202,0.427559758,2.205386965,-0.32661892,0.495367012,2.205386965,-0.32661892,2.532005885,0.432689741,0.384944988,0.4632141,0.566478367,0.386418367,0.446749113,0.566478367,0.384944988,0.181533379,0.26801108,0.2209097,0.325355895,0.427787995,0.234036284,0.295220191,0.427787995,0.2209097,0.206878295,0.071829939,0.048801096,0.105856458,0.183002569,0.054772982,0.092852609,0.183002569,0.048801096,0.134201473,0.874558808,0.182670756,1.4957099,0.7967531,0.859601709,27.12986655
